Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy,Cluster
Ava & The Ocean,770434323.0,159475.0,EDM,2003.0,4.0,97.0,-0.35,82.0,0.58,0.77,0.89,1
DJ Thunder,735050523.0,1395421.0,Latin,2011.9999999999998,39.0,88.0,-0.58,58.99999999999999,0.75,0.37,0.85,0
Ava & The Ocean,211224806.0,4445107.0,Synthwave,2002.0,60.0,90.0,-0.10999999999999999,11.0,0.67,0.77,0.17,0
Ava & The Ocean,573374003.0,4288244.0,Jazz,2011.9999999999998,92.0,96.0,-0.7,86.0,0.27,0.84,0.67,1
The Midnight Howl,114449407.0,2347051.0,Latin,2014.0000000000002,89.0,25.0,0.5699999999999998,75.0,0.88,0.71,0.33,0
Luna Nova,637616411.0,923400.0,R&B,2016.0,68.0,4.0,0.32000000000000006,1.0,0.73,0.72,0.63,0
DJ Thunder,379022879.0,2427094.0,Pop,2011.0,74.0,53.00000000000001,0.21999999999999997,61.0,0.47000000000000003,0.6,0.15,0
Retro Resonance,284537454.0,4151387.0,Metal,2009.0,87.0,33.0,-0.39,32.0,0.29,0.08,0.95,0
Ava & The Ocean,483480000.0,958908.0,K-Pop,2011.9999999999998,52.0,37.0,-0.35,28.000000000000004,0.78,0.67,0.47000000000000003,1
Liam Harper,120055863.0,473604.0,Rock,2000.0,37.0,27.0,0.29000000000000004,44.0,0.27,0.5,0.12,0
Neon Vortex,686149132.0,4853512.0,Techno,2001.0,11.0,78.0,0.9100000000000001,42.0,0.95,0.84,0.46,0
DJ Thunder,730505283.0,2476143.0,Folk,2000.0,71.0,79.0,-0.3400000000000001,97.0,0.95,0.21,0.62,1
DJ Thunder,211336425.99999997,868622.0,Rock,1991.0,52.99999999999999,93.0,-0.89,17.0,0.31,0.64,0.64,0
Sofia Carter,276891120.0,1958149.0,EDM,1997.0,63.00000000000001,51.0,-0.88,47.0,0.84,0.18,0.61,1
Ava & The Ocean,41513135.0,1050539.0,Jazz,2001.0,36.0,8.0,0.71,57.00000000000001,0.77,0.28,0.9800000000000001,1
Bass Surge,47364982.0,4724836.0,K-Pop,2011.9999999999998,5.0,1.0,-0.030000000000000027,97.0,0.75,0.14,0.5,1
Bass Surge,795747820.0,1516895.0,Punk,2008.0,42.0,70.0,-0.9,30.0,1.0,0.84,0.78,0
Neon Vortex,278240997.0,1518916.0,Latin,2021.0,2.0,30.0,0.08000000000000007,25.0,0.64,0.6,0.8999999999999999,0
Samantha Lee,364695615.0,1386941.0,Pop,2005.0,13.0,21.0,0.6000000000000001,61.0,0.28,0.67,0.38,0
Sofia Carter,741730589.0,2132434.0,Reggae,2004.0,82.0,43.0,0.040000000000000036,45.0,0.36,0.87,0.66,0
Firefly Symphony,120820459.0,445765.0,Hip-Hop,1992.0,52.0,52.0,0.6299999999999999,56.00000000000001,0.42,0.59,0.41,1
Crimson Echo,371658024.0,3809299.0,Punk,2015.0,96.0,84.0,-0.4099999999999999,56.00000000000001,0.18,0.9,0.99,0
Urban Rhapsody,63880900.0,2936956.0,Lo-Fi,2011.0,72.0,78.0,-0.75,18.0,0.19,0.59,0.71,0
Ava & The Ocean,327996346.0,888287.0,Reggae,2007.0,55.0,23.0,-0.68,65.0,0.43,0.25,0.8,0
The Midnight Howl,13537533.0,3866784.0,Trap,2024.0,8.0,72.0,-0.050000000000000044,65.0,0.89,0.21,0.95,0
DJ Thunder,38391064.0,1068634.0,Electronic,1998.0,18.0,20.0,-0.68,5.0,0.86,0.47,0.5,1
Celestial Harmony,29832125.0,1067626.0,Hip-Hop,2021.0,20.0,37.0,-0.58,84.0,0.9800000000000001,0.25,0.26,1
Bass Surge,465905898.0,1086101.0,Punk,2019.0,86.0,74.0,0.43999999999999995,61.0,0.9100000000000001,0.93,0.16,0
Ava & The Ocean,67617086.0,3710092.0,EDM,1997.0,1.0,26.0,0.10000000000000009,49.0,0.56,0.39,0.58,1
Liam Harper,74957867.0,3323481.0,Country,2006.0,47.0,20.0,-0.98,76.0,0.3,0.94,0.28,1
Ava & The Ocean,169626065.0,1084429.0,Indie,2009.0,21.0,40.0,0.30000000000000004,49.0,0.33,0.18,0.95,1
The Midnight Howl,184544967.0,4396821.0,Techno,2025.0,35.0,85.0,0.98,43.0,0.62,0.62,0.9800000000000001,0
Crimson Echo,727502805.0,398737.0,K-Pop,2011.9999999999998,56.00000000000001,98.0,-0.67,87.0,0.22,0.67,0.96,1
Ava & The Ocean,203385529.99999997,395857.0,Blues,2021.0,86.0,80.0,-0.32000000000000006,12.0,0.29,0.32,0.74,1
Celestial Harmony,120378261.0,441731.0,House,2017.0,38.0,91.0,-0.28,33.0,0.39,0.13,0.86,1
Celestial Harmony,664294878.0,538934.0,Lo-Fi,1992.0,91.0,51.0,0.17999999999999994,14.000000000000002,0.15,0.82,0.59,0
Crimson Echo,272341823.0,2874244.0000000005,Drum & Bass,2023.0,67.0,66.0,-0.87,73.0,0.56,0.94,0.9800000000000001,1
Samantha Lee,759651633.0,3724909.0,Lo-Fi,2017.0,68.0,72.0,-0.06000000000000005,92.0,0.79,0.61,0.32,0
Neon Vortex,676064417.0,668465.0,Latin,2024.0,20.0,46.0,0.73,76.0,0.57,0.35,0.51,0
Samantha Lee,716518822.0,1608559.0,Techno,1997.0,32.0,47.0,0.97,93.0,0.95,0.03,0.6,0
Liam Harper,92341898.0,3068502.0,EDM,2019.0,96.0,82.0,-0.26,47.0,0.36,0.84,0.11,1
Sofia Carter,342744659.0,1454384.0,Pop,2003.0,86.0,100.0,-0.3400000000000001,38.0,0.4,0.28,0.47000000000000003,0
Retro Resonance,730936395.0,2698924.0,Country,1997.0,12.0,9.999999999999998,0.8799999999999999,96.0,0.7,0.32,0.53,1
Ava & The Ocean,26438027.0,500447.0,Reggae,2002.0,98.0,26.0,0.6099999999999999,52.0,0.68,0.65,0.72,0
Neon Vortex,449690558.00000006,703007.0,Trap,2020.0,95.0,89.0,-0.69,67.0,0.87,0.5,0.12,0
Shadow Beats,712040662.0,2327198.0,Pop,2014.0000000000002,31.0,49.0,0.72,84.0,0.18,0.04,0.44,0
Celestial Harmony,3928357.0,2291996.0,Synthwave,2020.0,78.0,87.0,0.31000000000000005,45.0,0.9400000000000001,0.48,0.46,0
Liam Harper,691584249.0,40300.0,Jazz,2008.0,88.0,32.0,-0.54,88.0,0.95,0.11,0.58,1
EchoSync,282103362.0,4242197.0,Electronic,2023.0,57.0,95.0,-0.6,75.0,0.5,0.53,0.85,1
Shadow Beats,87943603.0,2451003.0,Synthwave,2015.0,42.0,24.0,0.6600000000000001,95.0,0.71,0.29,0.35,0
Bass Surge,485492883.0,1111698.0,Synthwave,1999.0,69.0,55.0,0.08000000000000007,53.0,0.48,0.1,0.69,0
Retro Resonance,657569139.0,1140885.0,Drum & Bass,2000.0,76.0,98.0,-0.82,19.0,0.34,0.8,0.37,1
The Midnight Howl,499656639.0,1218851.0,Lo-Fi,1990.0,67.0,75.0,-0.08999999999999997,85.0,0.74,0.05,0.72,0
Shadow Beats,236430121.0,1935681.0,Metal,2016.0,35.0,8.0,0.9100000000000001,55.0,0.57,0.26,0.67,0
Jay Zenith,434127447.0,830178.0,R&B,2003.0,76.0,70.0,-0.51,91.0,0.39,0.12,0.78,0
EchoSync,7836595.999999999,3880754.0,R&B,2011.9999999999998,64.0,96.0,0.44999999999999996,98.0,0.68,0.09,0.84,0
Retro Resonance,598533763.0,147353.00000000003,Rock,2009.0,85.0,26.0,-0.18999999999999995,77.0,0.87,0.04,0.24,0
Sofia Carter,33545607.0,3967800.0,Drum & Bass,2009.9999999999998,61.0,100.0,-0.78,49.0,0.46,0.09,0.44,1
Celestial Harmony,203526178.99999997,4108123.0,Rock,2018.0,80.0,93.0,-0.67,66.0,0.32,0.84,0.26,0
Aurora Soundwave,135439914.0,131932.0,Lo-Fi,2021.0,62.0,5.0,-0.75,80.0,0.13,0.65,0.21,0
Luna Nova,30647957.0,3627100.0,Rock,2025.0,19.0,36.0,-0.16000000000000003,64.0,1.0,0.41,0.34,0
Firefly Symphony,115944018.00000001,345609.0,Synthwave,2001.0,28.000000000000004,65.0,0.54,91.0,0.88,0.34,0.72,0
Liam Harper,778050680.0,4154561.0,EDM,1991.0,2.0,50.0,-0.71,58.99999999999999,0.67,0.16,0.88,1
Liam Harper,96298862.0,1058884.0,Electronic,2022.0,18.0,26.0,0.79,79.0,0.51,0.71,0.48,1
Urban Rhapsody,358224944.0,903219.0,Trap,1993.0,57.0,47.0,0.8399999999999999,7.000000000000001,0.4,0.4,0.3,0
Shadow Beats,70484412.0,3095961.0,Punk,2025.0,85.0,61.99999999999999,0.040000000000000036,45.0,0.8999999999999999,0.04,0.95,0
Bass Surge,345542493.0,1248724.0000000002,Rock,1996.0,64.0,97.0,0.040000000000000036,9.0,0.11,0.02,0.54,0
Samantha Lee,665535144.0,3107322.9999999995,Punk,2019.0,35.0,2.0,-0.35,95.0,0.26,0.46,0.95,0
ElectroPulse,65792178.0,2295471.0,Lo-Fi,2019.0,83.0,94.0,-0.51,88.0,0.8,0.36,0.78,0
Samantha Lee,402180348.0,4948607.0,Metal,2000.0,72.0,27.0,0.8399999999999999,27.0,0.3,0.84,0.83,0
Jay Zenith,543732636.0,3411048.0,Folk,2022.0,57.99999999999999,51.0,-0.06000000000000005,79.0,0.34,0.99,0.68,1
DJ Thunder,9549887.0,2363919.0,Hip-Hop,1990.0,46.0,34.0,-0.62,45.0,0.11,0.87,0.4,1
Aurora Soundwave,6056147.999999999,2853504.0000000005,EDM,2020.0,52.99999999999999,60.0,-0.58,5.0,0.32,0.19,0.27,1
ElectroPulse,696046732.0,4981444.0,Lo-Fi,1999.0,93.0,1.0,0.52,95.0,0.9699999999999999,0.57,0.99,0
Luna Nova,719248501.0,3690196.0,Country,2020.0,39.0,7.000000000000001,-0.56,49.0,0.9100000000000001,0.42,0.38,1
Ava & The Ocean,590201753.0,4700532.0,House,1999.0,57.99999999999999,89.0,0.8599999999999999,87.0,0.44,0.34,0.42,1
Sofia Carter,391840733.0,3324107.0,Trap,2021.0,98.99999999999999,23.0,-0.84,49.0,0.61,0.02,0.76,0
Aurora Soundwave,256823580.0,3311858.0,Electronic,1995.0,95.0,36.0,-0.49,9.0,0.43,0.56,0.76,1
Neon Vortex,148162416.0,4910444.0,Metal,1998.0,57.99999999999999,87.0,0.21999999999999997,69.0,0.44999999999999996,0.82,0.35,0
Shadow Beats,411650071.0,4818699.0,Drum & Bass,2021.0,36.0,86.0,0.94,42.0,0.61,0.45,0.76,1
Shadow Beats,284477980.0,2239200.0,Trap,2001.0,69.0,33.0,0.3799999999999999,40.0,0.46,0.1,0.78,0
Firefly Symphony,105776618.0,3677650.0,Trap,2006.0,14.000000000000002,76.0,0.6699999999999999,74.0,0.3,0.43,0.93,0
Urban Rhapsody,611359879.0,3943204.0,Jazz,2020.0,20.0,34.0,-0.18999999999999995,26.0,0.14,0.2,0.21,1
Samantha Lee,159634816.0,3040998.0,Country,2005.0,85.0,4.0,0.8399999999999999,93.0,0.57,0.92,0.1,1
Urban Rhapsody,685254686.0,2983954.0,Rock,2023.0,80.0,7.000000000000001,-0.5,53.0,0.27,0.26,0.63,0
Luna Nova,65534058.0,670384.0,Pop,1997.0,74.0,76.0,-0.040000000000000036,38.0,0.32,0.38,0.72,0
Samantha Lee,739992931.0,2862101.0,Techno,2023.0,65.0,52.0,0.26,23.0,0.36,0.17,0.48,0
Neon Vortex,24940777.0,2904470.0,Punk,2020.0,91.0,40.0,-0.38,8.0,0.85,0.88,0.22,0
DJ Thunder,81617551.0,2923622.0000000005,Lo-Fi,2015.0,24.0,49.0,-1.0,16.0,0.61,0.96,0.5,0
Liam Harper,333077905.0,2476745.0,Lo-Fi,2025.0,4.0,81.0,-0.54,35.0,1.0,0.52,0.23,0
DJ Thunder,596400937.0,889792.0,House,1998.0,77.0,50.0,0.3500000000000001,5.0,0.7,0.29,0.85,1
Jay Zenith,540456029.0,943344.0000000001,House,2025.0,90.0,64.0,-0.52,54.0,0.47000000000000003,0.6,0.44999999999999996,1
Celestial Harmony,9254255.0,3367631.9999999995,Blues,1996.0,80.0,100.0,-0.75,54.0,0.28,0.32,0.47000000000000003,1
Celestial Harmony,488210662.00000006,1061610.0,Metal,1996.0,7.000000000000001,34.0,0.9100000000000001,15.0,0.29,0.83,0.9100000000000001,0
Jay Zenith,472962377.0,4187170.0,House,2013.0,92.0,71.0,0.54,83.0,0.88,0.37,0.2,1
Samantha Lee,312282935.0,2846764.0,Drum & Bass,2015.0,70.0,94.0,-0.65,33.0,0.28,0.49,0.53,1
Ava & The Ocean,709970812.0,3067890.9999999995,Lo-Fi,2021.0,9.0,51.0,-0.29000000000000004,36.0,0.57,0.25,0.88,0
DJ Thunder,15806144.0,2846990.9999999995,Punk,1994.0,6.0,34.0,0.72,57.99999999999999,0.15,0.9,0.8999999999999999,0
Aurora Soundwave,199390144.0,2145144.0,Lo-Fi,2002.0,1.0,26.0,-0.010000000000000009,40.0,0.9400000000000001,0.9,0.67,0
Luna Nova,6458353.0,379050.0,Electronic,2000.0,9.0,55.0,-0.94,31.0,0.27,0.35,0.49000000000000005,1
Jay Zenith,180412398.0,2000031.0,Country,2024.0,59.0,42.0,-0.61,66.0,0.99,0.43,0.77,1
Retro Resonance,8361907.0,1016988.0000000001,Punk,2019.0,81.0,66.0,0.8500000000000001,22.0,0.95,0.48,0.8999999999999999,0
Horizon Flow,269535396.0,1766200.9999999998,Metal,2007.0,80.0,72.0,-0.83,13.0,0.2,0.89,0.74,0
Luna Nova,406002839.0,1126968.0,Techno,2013.0,44.0,6.0,0.1200000000000001,25.0,0.16,0.08,0.8999999999999999,0
The Midnight Howl,381983055.0,2946143.0,Pop,2011.9999999999998,50.0,83.0,0.96,62.0,0.55,0.54,0.3,0
Jay Zenith,142037611.0,3556140.0,R&B,2007.0,7.000000000000001,61.0,-0.20999999999999996,27.0,0.5,0.76,0.16,0
Shadow Beats,466771033.0,580185.0,Folk,2004.0,95.0,20.0,-0.28,41.0,0.87,0.61,0.52,1
Aurora Soundwave,179047518.0,4868291.0,Jazz,1998.0,26.0,96.0,0.55,58.99999999999999,0.9800000000000001,0.16,0.9100000000000001,1
Sofia Carter,69283679.0,699548.9999999999,Electronic,2002.0,87.0,34.0,-0.31000000000000005,2.0,0.31,0.34,0.51,1
Horizon Flow,143461353.0,1415260.0,Rock,2001.0,90.0,27.0,0.78,67.0,0.43,0.54,0.96,0
EchoSync,419190709.0,3618807.0,Folk,2007.0,28.000000000000004,91.0,-0.10999999999999999,6.0,0.2,0.87,0.27,1
The Midnight Howl,714943820.0,365001.0,Folk,2004.0,71.0,101.0,0.8500000000000001,90.0,0.79,0.39,0.33,1
Urban Rhapsody,136538969.0,3294409.0,Latin,2007.0,68.0,81.0,-0.07000000000000006,56.00000000000001,0.65,0.67,0.78,0
Crimson Echo,578063113.0,2541678.0000000005,K-Pop,1998.0,73.0,15.0,-0.55,61.0,0.25,0.42,0.63,1
Samantha Lee,718338525.0,563598.0,Drum & Bass,1997.0,73.0,36.0,0.43999999999999995,42.0,0.17,0.5,0.44,1
Samantha Lee,18251806.0,4033026.0,Country,2000.0,32.0,78.0,-0.56,8.0,0.69,0.77,0.34,1
Retro Resonance,334605839.0,637673.0,House,1995.0,60.0,38.0,-0.98,51.0,0.88,0.22,0.47000000000000003,1
Celestial Harmony,26919141.0,559908.0,Indie,2014.0000000000002,69.0,52.0,0.6800000000000002,30.0,0.26,0.43,0.48,1
Shadow Beats,401141411.99999994,2440868.0,Pop,2007.0,16.0,103.0,0.5899999999999999,56.00000000000001,0.8,0.24,0.48,0
EchoSync,110716836.0,3949844.0000000005,Electronic,2015.0,52.0,41.0,-0.8,34.0,0.86,0.94,0.52,1
Horizon Flow,410894120.0,2782896.0,Synthwave,2007.0,43.0,83.0,0.22999999999999998,0.0,0.8,0.01,0.35,0
Celestial Harmony,274465116.0,1049572.0,R&B,1997.0,4.0,30.999999999999996,0.33000000000000007,73.0,0.48,0.75,0.21,0
Celestial Harmony,106428689.99999999,1570360.0,Pop,2004.0,10.0,9.0,-0.15000000000000002,36.0,0.63,0.4,0.29,0
EchoSync,388393609.0,2150180.0,EDM,1993.0,76.0,46.0,0.32000000000000006,0.0,0.18,0.93,0.25,1
DJ Thunder,307214444.0,3418686.0,Trap,2019.0,27.0,74.0,0.31000000000000005,23.0,0.93,0.22,0.5,0
Firefly Symphony,438081304.99999994,225226.0,EDM,2000.0,30.0,37.0,0.15999999999999992,63.0,0.25,0.59,0.3,1
Aurora Soundwave,22820752.0,1232931.0,Latin,2006.0,57.0,81.0,-0.94,98.0,0.56,0.45,0.6,0
ElectroPulse,188978373.0,2155491.0,Drum & Bass,2025.0,87.0,55.0,0.9300000000000002,4.0,0.47000000000000003,0.52,0.89,1
Ava & The Ocean,503608586.0,3452829.9999999995,R&B,2006.0,47.0,76.0,0.1499999999999999,94.0,0.5,0.45,0.29,0
Shadow Beats,353393091.0,46100.00000000001,Synthwave,2011.9999999999998,18.0,87.0,0.51,92.0,0.52,0.2,0.15,0
Luna Nova,530262997.99999994,3746393.0,Lo-Fi,2023.0,77.0,63.0,0.030000000000000027,55.0,0.95,0.95,0.15,0
Retro Resonance,682392406.0,2979372.0,Punk,1996.0,5.0,65.0,0.14000000000000012,92.0,0.96,0.17,0.46,0
Liam Harper,111839988.0,1225493.0,Rock,2016.0,3.0,100.0,-0.68,57.00000000000001,0.1,0.39,0.93,0
Liam Harper,346204574.0,4685387.0,Rock,1996.0,36.0,96.0,-0.95,62.0,0.21,0.09,0.83,0
Crimson Echo,50351625.0,4792518.0,Trap,2009.9999999999998,89.0,93.0,0.6200000000000001,28.999999999999996,0.79,0.56,0.13,0
Shadow Beats,111750110.00000001,4380555.0,Country,2016.0,44.0,4.0,0.53,70.0,0.13,0.86,0.58,1
Aurora Soundwave,307953278.0,3622607.0,Jazz,2006.0,2.0,28.000000000000004,-0.76,94.0,0.78,0.89,0.57,1
Neon Vortex,645118077.0,1488294.0,House,2003.0,90.0,30.999999999999996,0.020000000000000018,4.0,0.26,0.66,0.2,1
Shadow Beats,535586376.99999994,4388434.0,R&B,2011.0,25.0,47.0,0.29000000000000004,8.0,0.9800000000000001,0.28,0.77,0
Luna Nova,59316827.0,101772.0,Blues,1992.0,16.0,33.0,-0.43999999999999995,8.0,0.93,0.18,0.14,1
Firefly Symphony,639453631.0,3987047.0,Folk,2013.0,95.0,92.0,-0.86,14.000000000000002,0.2,0.21,0.44999999999999996,1
Shadow Beats,426605589.0,1458416.0,Country,2023.0,64.0,56.00000000000001,0.47,37.0,0.86,0.19,0.66,1
Crimson Echo,260149889.0,2463021.0,Rock,2003.0,9.0,56.00000000000001,0.8999999999999999,85.0,0.3,0.13,0.63,0
Sofia Carter,647927983.0,3816304.0,Lo-Fi,2009.0,5.0,36.0,-0.71,40.0,0.43,0.11,0.43,0
ElectroPulse,316544788.0,883625.0,EDM,2023.0,96.0,30.999999999999996,-0.81,65.0,0.81,0.14,0.24,1
EchoSync,289115162.0,4360145.0,House,1995.0,78.0,61.0,-0.08999999999999997,38.0,0.54,0.29,0.28,1
Samantha Lee,590247867.0,52163.0,Blues,2007.0,28.000000000000004,48.0,0.3599999999999999,66.0,0.46,0.85,0.21,1
The Midnight Howl,779033340.0,3197437.0,Jazz,1991.0,38.0,53.00000000000001,0.15999999999999992,18.0,0.36,0.01,0.25,1
Samantha Lee,88142967.0,4092747.0,Blues,2022.0,75.0,13.0,-0.30000000000000004,9.0,0.66,0.58,0.29,1
Samantha Lee,659692332.0,322390.0,Lo-Fi,2013.0,79.0,23.0,0.3500000000000001,88.0,0.59,0.69,0.65,0
Crimson Echo,718228106.0,470453.99999999994,Lo-Fi,2011.0,61.0,43.0,0.75,51.0,0.48,0.48,0.6,0
Crimson Echo,415680641.0,2632258.0,Metal,1996.0,81.0,30.999999999999996,0.53,28.999999999999996,0.8,0.9,0.18,0
Jay Zenith,775762017.0,2450029.0,Jazz,2025.0,59.0,87.0,0.44999999999999996,94.0,0.52,0.25,0.4,1
Urban Rhapsody,417538597.0,2020029.0,Lo-Fi,2013.0,33.0,30.999999999999996,-0.61,89.0,0.7,0.89,0.57,0
Crimson Echo,214854103.00000003,63959.0,Punk,2005.0,70.0,77.0,-0.94,96.0,0.79,0.02,0.77,0
Luna Nova,306505164.0,805172.0,Folk,1996.0,95.0,26.0,0.47,73.0,0.77,0.7,0.68,1
Celestial Harmony,745684690.0,1324857.0,Blues,1998.0,21.0,39.0,0.6600000000000001,48.0,0.72,0.02,0.28,1
Retro Resonance,474626160.0,2023695.0,Trap,1993.0,88.0,72.0,0.20999999999999996,78.0,0.23,0.67,0.3,0
Shadow Beats,450088125.00000006,514423.0,Punk,2009.9999999999998,92.0,39.0,0.6000000000000001,88.0,0.86,0.53,0.37,0
Sofia Carter,560231973.0,3349403.0,Latin,1998.0,10.0,43.0,-0.07000000000000006,13.0,0.18,0.65,0.43,0
Bass Surge,183001499.0,1230073.0,Blues,2024.0,62.0,54.0,0.55,85.0,0.63,0.86,0.53,1
Urban Rhapsody,505295976.0,1958333.0,Drum & Bass,2018.0,6.0,80.0,0.54,46.0,0.9800000000000001,0.5,0.64,1
The Midnight Howl,515202821.00000006,320632.0,Electronic,2016.0,86.0,69.0,0.5899999999999999,46.0,0.81,0.37,0.96,1
ElectroPulse,387597082.0,3950994.0,Jazz,1999.0,70.0,95.0,0.6299999999999999,35.0,0.76,0.52,0.46,1
Celestial Harmony,237734710.99999997,769414.0,R&B,1997.0,35.0,36.0,0.71,87.0,0.59,0.57,0.22,0
Celestial Harmony,729481595.0,4771008.0,Trap,2013.0,48.0,103.0,-0.38,58.99999999999999,0.67,0.64,0.67,0
Celestial Harmony,421726356.0,4889441.0,Punk,2013.0,52.99999999999999,20.0,-0.35,94.0,0.88,0.1,0.53,0
Bass Surge,53653634.99999999,309685.0,Latin,1991.0,57.99999999999999,82.0,0.69,81.0,0.13,0.83,0.75,0
The Midnight Howl,765467679.0,4223616.0,Techno,1991.0,34.0,61.99999999999999,0.30000000000000004,17.0,0.76,0.35,0.72,0
Jay Zenith,657952649.0,2396188.0,Jazz,1994.0,85.0,84.0,0.43999999999999995,17.0,0.41,0.37,0.16,1
Firefly Symphony,698667570.0,3223764.0000000005,Synthwave,2014.0000000000002,34.0,89.0,0.18999999999999995,54.0,0.7,0.24,0.69,0
Urban Rhapsody,317706716.0,2784681.0,K-Pop,1991.0,79.0,73.0,-0.78,90.0,0.29,0.19,0.42,1
Retro Resonance,651958175.0,4373170.0,Punk,2014.0000000000002,61.0,24.0,0.98,72.0,0.56,0.94,0.41,0
Shadow Beats,398685492.0,1731261.0,Latin,2024.0,60.0,28.000000000000004,0.8999999999999999,70.0,0.32,0.36,0.31,0
Bass Surge,231831990.0,1082417.0,House,1996.0,11.0,14.000000000000002,-0.85,16.0,0.88,0.61,0.82,1
Crimson Echo,594705658.0,3497547.0,EDM,2007.0,13.0,38.0,-0.10999999999999999,23.0,0.12,0.82,0.68,1
ElectroPulse,230198512.0,2574996.0,Lo-Fi,2025.0,18.0,19.0,0.81,31.0,0.38,0.22,0.54,0
Shadow Beats,205163430.0,2270462.0,Blues,2013.0,51.00000000000001,36.0,-0.13,70.0,0.3,0.59,0.36,1
DJ Thunder,548785493.0,299943.0,Reggae,1997.0,85.0,99.0,-0.81,20.0,0.44999999999999996,0.58,0.22,0
The Midnight Howl,687445184.0,508004.0,Hip-Hop,2014.0000000000002,59.0,14.000000000000002,-0.51,70.0,0.64,0.74,0.63,1
The Midnight Howl,125392218.99999999,2802669.9999999995,Lo-Fi,2009.0,48.0,61.99999999999999,-0.91,21.0,0.35,0.3,0.73,0
Sofia Carter,8364010.0,772218.0,Trap,2020.0,32.0,58.0,-0.52,43.0,0.79,0.76,0.87,0
Horizon Flow,81897454.0,2114765.0,Lo-Fi,2009.0,28.999999999999996,84.0,-0.06000000000000005,12.0,0.89,0.61,0.86,0
Liam Harper,341602071.0,1130678.0,Country,2006.0,60.0,2.0,0.010000000000000009,82.0,0.92,0.97,0.62,1
Samantha Lee,235611687.0,1691956.0000000002,Trap,2024.0,8.0,70.0,-0.59,51.0,0.33,0.54,0.9800000000000001,0
Shadow Beats,490868954.0,4069202.0,Rock,2011.0,41.0,50.0,-0.81,11.0,0.66,0.25,0.51,0
Crimson Echo,138333127.0,4130069.0,Pop,1999.0,100.0,27.0,-0.68,17.0,0.6,0.68,0.87,0
Neon Vortex,262463813.0,199992.0,Techno,1998.0,77.0,20.0,-0.87,48.0,0.38,0.19,0.51,0
Firefly Symphony,419724154.0,891311.0,Punk,2016.0,92.0,34.0,0.73,97.0,0.71,0.82,0.81,0
Retro Resonance,756810361.0,535063.0,K-Pop,2014.0000000000002,81.0,34.0,-0.78,7.000000000000001,0.71,0.6,0.55,1
Liam Harper,185533332.0,4653827.0,Lo-Fi,2021.0,52.99999999999999,34.0,0.5800000000000001,28.000000000000004,0.85,0.14,0.44999999999999996,0
EchoSync,794010765.0,2971208.0,Rock,2004.0,59.0,34.0,-0.86,8.0,0.5,0.85,0.47000000000000003,0
Urban Rhapsody,389993744.0,1940324.0,Blues,2020.0,79.0,28.000000000000004,0.6600000000000001,60.0,0.9400000000000001,0.75,0.89,1
Shadow Beats,590517377.0,2324114.0,Lo-Fi,1996.0,71.0,72.0,-0.19999999999999996,39.0,0.44999999999999996,0.03,0.84,0
EchoSync,670218033.0,1104226.0,Techno,2001.0,65.0,73.0,-0.62,72.0,0.84,0.59,0.36,0
ElectroPulse,243803356.0,4595032.0,Synthwave,1999.0,65.0,7.000000000000001,0.040000000000000036,81.0,0.4,0.63,0.75,0
Urban Rhapsody,216335943.0,213151.0,Synthwave,1994.0,59.0,14.000000000000002,-0.74,45.0,0.11,0.1,0.8999999999999999,0
Shadow Beats,571889353.0,1597260.0000000002,Techno,2018.0,50.0,65.0,0.3500000000000001,83.0,0.42,0.6,0.28,0
EchoSync,18399072.0,1527288.0,R&B,2013.0,92.0,33.0,-0.09999999999999998,53.0,0.84,0.47,0.99,0
Crimson Echo,143536567.0,481357.0,Punk,1990.0,96.0,40.0,0.30000000000000004,79.0,0.81,0.62,0.7,0
Jay Zenith,633099728.0,1646741.9999999998,Hip-Hop,2011.9999999999998,55.0,98.0,-0.26,0.0,0.52,0.81,0.4,1
Shadow Beats,340465047.0,3265038.0,Punk,2006.0,76.0,8.0,-0.77,55.0,0.54,0.35,0.12,0
Jay Zenith,248787106.0,944387.0,Folk,2003.0,77.0,75.0,0.8,4.0,0.49000000000000005,0.41,0.69,1
DJ Thunder,367895880.0,2367077.0,Rock,2011.0,49.0,75.0,0.9300000000000002,12.0,0.37,0.87,0.96,0
Jay Zenith,640781578.0,1991734.0000000002,Latin,2018.0,2.0,96.0,0.5800000000000001,38.0,0.87,0.62,0.19,0
Bass Surge,303228438.0,1840428.0,Electronic,1997.0,41.0,25.0,0.3799999999999999,80.0,0.78,0.24,0.7,1
Firefly Symphony,644328835.0,3736880.0,Jazz,2011.0,13.0,45.0,0.030000000000000027,96.0,0.55,0.13,0.43,1
Horizon Flow,432921492.0,1180045.0,Jazz,2015.0,90.0,13.0,-0.36,24.0,0.48,0.77,0.1,1
Jay Zenith,768093418.0,2162352.0,Drum & Bass,1997.0,3.0,33.0,0.31000000000000005,4.0,0.35,0.85,0.47000000000000003,1
Aurora Soundwave,414294362.0,2363816.0,EDM,2016.0,32.0,16.0,0.20999999999999996,98.0,0.4,0.72,0.69,1
Urban Rhapsody,593622916.0,1491119.0000000002,Pop,1998.0,22.0,46.0,0.33000000000000007,63.0,0.8999999999999999,0.29,0.79,0
